Hydraulic_Pressure(bar),Coolant_Pressure(bar),Air_System_Pressure(bar),Coolant_Temperature,Hydraulic_Oil_Temperature,Spindle_Bearing_Temperature,Spindle_Vibration,Tool_Vibration,Spindle_Speed(RPM),Voltage(volts),Torque(Nm),Cutting(kN),Model Year,True_Downtime,Logistic Regression,Support Vector Machine,Random Forest,XGBoost
-0.7002904863376682,-0.6127184876546717,2.312329273857384,-0.7088329635658901,0.979134504789392,0.4604116785568727,0.2950010568969465,-2.4226380986416984,1.9072389066466247,1.5441242287806607,-1.8034799610008307,-0.2467771447989824,-1.363969170954185,0,0,0,0,0
-0.0023539227156592966,-1.1271101070437064,1.5826715664515871,-0.7790948198585054,0.02162637798249539,-0.07139806928800532,-0.368143559934569,1.3937382989585392,-1.591176711454356,0.11025832102345305,1.1651436086746405,0.1915496440173728,-1.363969170954185,1,1,1,1,1
0.16925995622192214,-1.0519485944504459,0.7496085729858136,0.8954794217821604,-0.9358817488244031,-0.2575314810337115,-0.7800527712704441,0.16762389524412602,0.5919219581874416,0.06613937001553898,1.1651436086746405,0.28895559708767404,0.7331544006236207,1,1,1,1,1
-1.6835613131598346,-0.15478188976177096,-1.347327396206291,1.3170505595378528,0.7663549210545265,1.2049453255397031,-0.1519642575313439,0.8165510514173849,1.4612630355626575,0.17643674753532418,-0.08571637171101787,0.06167503992363781,-1.363969170954185,0,0,0,0,0
-0.6483653199027268,1.9045589259981612,-0.5165265412159479,0.36851549958754526,-0.191153205752372,-0.8691126910553214,1.2473585242408842,-0.7422746856060044,-1.062035176764987,0.39703150257489456,0.6946507634901521,1.8636851717242096,0.7331544006236207,0,0,0,0,0
-1.4388184904728507,1.958549121349297,0.7690648733942435,0.4973289027906736,-0.7231021650895376,-1.6136463380381507,-0.19578438639686255,0.3623020420961038,-0.7205361705853058,0.3749720270709375,0.3328603043785885,-0.6039323060567529,0.7331544006236207,0,0,0,0,0
2.2275949323192856,0.05374639026190282,-0.7903207126809788,0.1928608588560069,0.553575337319661,0.5135926533413613,-0.9173558417157359,-0.3792178377997181,-0.05417129094702377,1.9853137388598014,-0.23666385554701963,-1.2370710010137105,0.7331544006236207,1,1,1,1,1
1.0774023135846815,-0.08213993478711053,0.97656835159754,-0.8610669855332234,0.7131600251208091,-2.2784085228442486,0.3212931342162574,-1.9680778532742915,0.05966171111286997,1.3676484247490044,-1.526051078497897,-0.4253547254278676,0.7331544006236207,0,1,1,0,0
-1.1371894981883515,-0.3773593043762353,-0.3338631556213736,0.6846938529043143,0.2876008576510782,0.1679163172421913,-0.0760093674977782,-0.05693291203597302,-0.14019577423886126,-1.4118454887495828,-0.17146009064208176,1.311718104325836,0.7331544006236207,0,0,0,0,0
0.24162494186497802,0.685940458170732,-0.8343666086077028,0.8837691124000581,1.378096224292266,-0.09798855668024771,-0.914434499791368,-0.09319191140968221,0.584385069923202,-1.2133102092139694,1.1894648833840795,-1.415648581642596,-1.363969170954185,1,1,1,1,1
0.6966256852066094,0.6917439955802003,0.8659406406431298,0.8954794217821604,-0.2709455496529461,-0.7627507414863453,-0.2892673279766354,-0.21348464323748284,-1.0594362497773182,0.7499831106382072,-0.6639827911444737,0.15908099299393905,0.7331544006236207,1,1,1,1,1
-1.6782695764530888,0.9797099633406053,-0.3305152393141267,0.8252175654895453,0.18121106578364357,-1.4009224389001995,0.5287084108463788,-0.22064307229838737,0.8206275331022966,-3.9056496332147914e-05,0.07720029090784895,-0.3766517488927174,-1.363969170954185,0,0,0,0,0
-0.35963493584092043,-0.10930484191275269,-0.4214871742116027,0.6846938529043143,-0.11136086185179601,0.0349638802809718,0.7828651582663867,0.7855830648278215,-0.20075077305154446,-0.9044775521585708,-1.1994759146126528,-0.26301147031069894,0.7331544006236207,0,0,0,0,0
-0.158218207440416,-0.37382328889569366,-0.10336215567259091,0.8252175654895453,0.2344059617173609,-0.7361602540941028,-2.1384767661015216,0.135566582493121,0.8206275331022966,-0.26475276254381663,-1.8034799610008307,-0.14937119172868116,-1.363969170954185,0,0,0,0,0
-1.1447963697042984,1.958549121349297,1.2446162691632536,-0.603440179126967,-0.776297061023253,-1.188198539762248,-1.4285906784801197,0.4651655553408334,0.13684984264663352,-0.15445538502403142,-0.12115497099956318,1.4740613594430045,0.7331544006236207,0,0,0,0,0
1.8534110835713575,-0.37975863675479876,-0.06075844188037764,0.10869204419474213,1.298303880391692,-1.3743319515079562,-0.3739862437833048,0.43622060305109095,-0.5276282622619738,-1.1471317827020981,0.06299243248650083,-1.4968202092011802,0.7331544006236207,1,1,1,1,1
0.7914632015716068,-1.8969944024590595,-0.9140111705205797,-1.3060587420531204,0.7131600251208091,2.6674221321131175,1.3788189108374405,-0.29160489081517527,0.2678357628251414,-1.522142866269368,1.6897902911317437,0.5162361542517102,0.7331544006236207,1,1,1,1,1
1.0255497398553501,0.08805363068397554,0.09939343880024012,0.22799178700231465,1.9366426315962904,1.4974406868543864,2.001064740727805,-0.8734606790482242,-0.01570717152952543,0.4190909780788516,1.1894648833840795,-0.019496587634946192,0.7331544006236207,1,1,1,1,1
-0.6715754988775761,-1.7838987672860214,0.1488360908876309,0.356805190205443,-0.776297061023253,0.6199546029103364,-0.13443620598513642,0.5200987174821191,0.08980926416982812,0.3749720270709375,-0.3411125262821602,-1.2857739775488612,0.7331544006236207,1,1,1,1,1
0.007063020414184206,0.5902982909931255,-0.6028014907571009,0.7900866373432376,2.0430324234637234,-0.15116953146473627,0.4702815723590205,-1.553667057857172,-0.47779638993703927,0.48526940459072276,1.0425721267322117,0.15908099299393905,0.7331544006236207,1,1,1,1,1
-1.0055575476080545,-0.6085212261646845,2.5784972005694358,0.8486381842537504,-1.6008179479958602,0.7794975272638003,0.5024163335270678,-0.5304785562170822,0.4357264462285463,-1.05889388068627,-1.1994759146126528,-0.5876979805450364,0.7331544006236207,0,0,0,0,0
-0.8018256843983492,1.9045589259981612,0.6218847949677372,0.8252175654895453,-0.13795830981865467,-0.390483917994931,1.013651170291452,0.2891615712564316,0.05966171111286997,2.0956111163795867,-0.05432158432743974,1.4740613594430045,-1.363969170954185,0,0,0,0,0
0.773055488634933,-1.89729818939936,0.4611450293279949,0.28654333391282744,-1.3614409162941359,1.0454024011862393,-1.0517375702366596,0.745900468946723,-0.10972042089874598,-1.9633323763485087,1.689645314001684,-0.1902502479314911,0.7331544006236207,1,1,1,1,1
-0.8018256843983492,-0.29295382492591576,1.5278043744205967,0.47390828402646856,-1.2284536764598446,0.008373392888727517,-0.49668260460675706,0.12467332087870175,-0.3873537307661648,1.213232096221305,0.28305804656249695,-0.34418309786928364,-1.363969170954185,0,0,0,0,0
-0.7932266122498879,0.9797099633406053,-0.4125850438980278,-0.05305563816814659,1.378096224292266,-1.7731892623916146,-1.1861192987575835,-0.9090972063296813,1.645267066289609,-0.3529906645596448,-0.20758052395514742,1.441592708419571,0.7331544006236207,0,0,0,0,0
0.6790099435074733,-1.8432654164219535,-0.4183683067413728,0.4153567371159558,-0.16455575778551332,-0.2575314810337115,-0.4207277145731914,-0.023163801031273117,-0.28001804617544307,-0.5515259440952581,1.1894648833840795,-0.9935561183379579,0.7331544006236207,1,1,1,1,1
-1.3134704772318144,0.9797099633406053,0.08613797022653674,1.1882371563347245,-0.4837251333878134,0.19450680463443368,1.451852458946638,-0.8179050448146858,0.8793632830236117,0.1323177965274101,-1.8034799610008307,1.8312165207007758,0.7331544006236207,0,0,0,0,0
-1.3987997316280871,-0.9507800064187607,-0.3696154077407015,0.9891618968389809,-1.0688689886586944,-0.47025538017166385,0.905561519089839,0.05417835643110325,-1.1145335019158968,-0.485347517583387,0.7555428689383632,-0.6364009570801866,0.7331544006236207,0,0,0,0,0
-0.28403785002277626,0.259794896836269,0.7490623193966889,0.42706704649805804,1.9898375275300078,0.0349638802809718,-2.3137572815635963,-0.4344622359871299,-0.28001804617544307,-0.6177043706071292,-0.3941161104557561,0.28895559708767404,-1.363969170954185,1,0,0,1,1
1.5775716280993475,0.3614082530232933,-0.4790903796819766,0.5441701403190836,-0.031568517951221925,-0.390483917994931,0.4702815723590205,-2.8695730608790124,-1.5615489437949317,-0.8162396501427427,-0.46498160942224237,-1.4643515581777466,0.7331544006236207,1,1,1,1,1
-0.5428613193119866,-0.3975159852269281,-1.8567094464845242,0.8252175654895453,-0.776297061023253,-0.8159317162708338,0.7828651582663867,0.6305875138569427,1.9966419950224317,-0.33093118905568775,0.1252641311799754,-0.3279487723575664,0.7331544006236207,0,0,0,0,0
-1.2016825393018136,-0.6072639345562962,1.7727055013255155,0.380225808969648,-2.185961803266743,0.4338211911646303,-0.1315148640607685,1.032860103475138,-0.6121609151995165,-0.7721206991348285,-1.4363695941742394,-0.5552293295216026,-1.363969170954185,0,0,0,0,0
-1.6779388429089173,1.6243286400715014,1.4736893628404772,1.3170505595378528,-0.4571276854209548,0.14132582984994702,-1.767466341706797,1.012474142453867,0.8206275331022966,-0.2426932870398596,0.49655052531550237,-0.8636815142442228,0.7331544006236207,0,0,0,0,0
-0.19526036438763486,-0.1785957630837456,0.21398098862060763,-0.029635019403941556,1.4578885681928422,0.3008687542034108,0.8412919967537449,1.075499441794436,-0.2704020163210685,-0.13239590952007438,-0.06849888813723984,1.8312165207007758,0.7331544006236207,0,0,0,0,0
1.9321078041654767,0.33904544805835585,1.1216998535356864,-1.5051340015488641,-2.106169459366167,-0.5766173297406391,0.5024163335270678,2.2904093478483034,-0.6623202060615245,-1.05889388068627,1.1894648833840795,-0.03573091314666343,0.7331544006236207,1,1,1,1,1
1.131592905577135,0.5335402095383072,1.5397541307255551,-1.6456577141340947,0.979134504789392,-0.8425222036630781,0.5608431720144261,0.65284089115497,0.43624623162608006,-1.4339049642535397,1.689645314001684,0.2727212715759575,0.7331544006236207,1,1,1,1,1
-0.28403785002277626,0.3177241095245636,-0.8704051582358453,0.4973289027906736,-0.6167123732221048,0.939040451617264,-0.6778058039175673,-0.6162240869248674,0.2246935748298392,-0.3088717135517307,-0.4339956629703925,0.370127224646258,0.7331544006236207,1,0,0,1,1
-0.7002904863376682,0.6277657486108272,0.9134092091718627,-1.0835628637931718,-0.6433098211889616,-2.251818035452004,0.9084828610142072,-0.21846441997550306,1.6247355430870254,0.639685733118422,-1.4363695941742394,-0.06819956417009645,-1.363969170954185,0,0,0,0,0
-0.835891239448024,-0.25547295630483113,-1.5284699199706373,0.6846938529043143,0.6067702332533764,-1.5072843884691756,0.6484834297454634,-1.3325338470844623,0.8206275331022966,0.7499831106382072,-0.006629440357398109,-0.36041742338100013,0.7331544006236207,0,0,0,0,0
-0.9466869767455103,2.0262809009157112,-0.9724288139724309,1.3756021064483654,1.0855242966568266,-1.87955121196059,0.4381468111909738,-0.2928498349996802,0.8206275331022966,0.5293883555986368,0.09218849538222332,1.441592708419571,0.7331544006236207,0,0,0,0,0
1.7230459152266173,0.09156319969797705,0.4188713021079455,0.22799178700231465,-0.4571276854209548,1.3910787372854092,-0.6573564104469919,0.14070197725420455,-1.5615489437949317,-0.46328804207943,1.2223327677583948,-0.14937119172868116,0.7331544006236207,1,1,1,1,1
-1.4685845094482948,-0.5521456796241363,1.5238677904431193,0.7315350904327248,0.31419830561793494,-0.12457904407249198,-1.4022986011608085,-0.954070814994926,1.645267066289609,0.7499831106382072,0.2964879715863179,1.3441867553492697,0.7331544006236207,0,0,0,0,0
0.5992866656802698,1.3139063759038836,-1.2968270503554102,-1.5051340015488641,-0.29754299761980474,-0.7893412288785895,-0.8472436355309061,-1.5905485293231343,1.1410752306818606,0.3749720270709375,1.689645314001684,-1.4805858836894632,-1.363969170954185,1,1,1,1,1
0.9863134701174137,0.040335799570983384,-0.4024163639459559,0.18115054947390458,0.07482127391621082,-1.9593226741373218,0.2219675087877484,0.9379331094066271,-0.06274775000633083,-0.04415800750424623,0.5132962564061734,-1.2533053265254277,-1.363969170954185,1,1,1,1,1
1.4412377908589935,-1.058170767837726,-0.8123377780042615,-0.7439638917121978,0.8993421608888179,0.5135926533413613,-1.3292650530516108,1.1550202515796957,-1.3143909872676283,-0.8162396501427427,-0.3862514982177828,-1.4481172326660299,-1.363969170954185,1,1,1,1,1
0.5376600657354595,-1.8442469962363874,0.9213799575728144,-1.0133010075005566,-1.1752587805261272,0.673135577694825,-0.8998277901695285,0.7111976498036443,-1.819882286369211,-1.500083390765411,1.4188926901041201,-1.2857739775488612,0.7331544006236207,1,1,1,1,1
-0.3642652054593224,1.958549121349297,-0.9094698782178946,-0.3223927539565055,0.15461361781678679,1.5772121490311173,-0.6631990942957277,0.205283456825404,-0.11888457293997706,0.3749720270709375,-0.1878162541120679,1.441592708419571,0.7331544006236207,0,0,0,0,0
0.697868128760651,0.09987501144923865,-0.8430707597770292,0.2397020963844174,-1.1220638845924118,0.7794975272638003,0.23073153456085246,0.11689241972554507,-0.004271892783782679,-0.13239590952007438,1.6897902911317437,-1.2533053265254277,0.7331544006236207,1,1,1,1,1
1.1687610918486957,-1.8432654164219535,0.38879156659442426,0.5324598309369813,0.8461472649551006,-0.65638879191737,-0.03218923863225954,0.7392088939550086,0.25484112788679736,-0.3529906645596448,-0.4541354592674081,0.1266123419705053,0.7331544006236207,1,1,1,1,1
-0.14664253339440972,1.9291909086830237,0.6822654114187008,-0.7673845104764029,-0.2709455496529461,-0.44366489277941956,-0.7742100874217083,1.077055622025067,-0.40164782919834324,-1.3677265377416687,0.04085891959906001,1.311718104325836,-1.363969170954185,0,0,0,0,0
0.568838816352168,0.27143904570933347,0.07685887098354748,-1.6456577141340947,0.6067702332533764,0.3008687542034108,-2.1063420049334742,-1.3365799156841036,0.1776529963530338,-0.3088717135517307,-0.40212530765807114,-0.4129960945903635,0.7331544006236207,1,1,1,1,1
